% Model,inverter_godo_test.mph
% Version,COMSOL 6.3.0.420
% Date,"Jan 29 2026, 18:38"
% Dimension,3
% Nodes,22509
% Expressions,1
% Description,Slice
% x,y,z,Electric field; z-component
25.398430938709563,-5.550147129867977,0.500000000000001,-7165614.435940951
25.409925729022913,-5.5072464795293765,0.500000000000001,-7029182.442357908
25.428897898327318,-5.527095958400823,0.500000000000001,-7011987.214080975
25.709336156008455,-5.981385817522554,0.5000000000000009,-6607161.898364455
25.74493520622192,-5.85925297314423,0.5000000000000009,-6808109.4499130035
25.79930089285369,-5.91610609236533,0.5000000000000008,-6733535.911920842
25.95302062004223,-5.143060133301158,0.5000000000000009,-7884438.601438211
25.983245241113835,-5.019531343240936,0.5000000000000009,-8083419.633869831
26.039998258948444,-5.07703271366096,0.500000000000001,-8015117.4728398975
26.017369143186244,-6.41167965088156,0.500000000000001,-5872394.651989581
26.080487229322966,-6.21149330902134,0.500000000000001,-6420093.456729963
26.17018471089581,-6.305251195253936,0.500000000000001,-6256956.098720647
26.279459559213414,-5.578455315220143,0.5000000000000009,-7400759.2553737145
26.333724305039762,-5.375929403659536,0.5000000000000009,-7735898.525955673
26.427376139212733,-5.470773803667574,0.5000000000000009,-7583525.543843377
26.50480141489159,-4.735325546024245,0.5000000000000008,-8731597.162670223
26.550216627448712,-4.530461097304712,0.5000000000000008,-9071699.51619076
26.647821032242625,-4.626391518733574,0.5000000000000009,-8929395.99514177
25.64147244283564,-4.730980595946638,0.5000000000000009,-8173768.114794908
26.00369802516027,-5.212511795445276,0.500000000000001,-7790927.094934984
26.213574410550546,-4.365073576643943,0.5000000000000009,-9091383.990599949
25.2308129425289,-5.3189075390591265,0.5000000000000009,-7368073.823718289
25.415182024135554,-5.574152234288266,0.500000000000001,-7132371.575868169
25.653107507674594,-4.683427791945441,0.5000000000000009,-8691077.558243766
25.757070744226176,-6.050043914111743,0.5000000000000008,-6483824.632621627
26.243949376582925,-4.228054496016039,0.5000000000000009,-9193145.674933616
25.335667935506926,-4.926807246211487,0.5000000000000009,-8339672.412828742
25.623709158413487,-4.706719583018417,0.5000000000000009,-8664739.537537565
26.159956519344842,-4.294828994973669,0.5000000000000009,-9138594.715712383
26.69339471021387,-3.8822903432606,0.500000000000001,-9484111.86890834
26.36264577395695,-5.692850055110561,0.5000000000000009,-7205656.206636986
26.592852551594746,-4.851049088130239,0.5000000000000009,-8546772.499985408
26.78630873158381,-3.9993421252739125,0.500000000000001,-9908600.152013926
26.09568839913799,-6.524745026378524,0.500000000000001,-5790777.966415275
26.831519390435187,-3.772104340537233,0.500000000000001,-9420229.39979701
25.08464045290204,-5.117959298785021,0.5000000000000009,-7170274.467793715
25.38665026512777,-6.469511089825447,0.5000000000000009,-4752961.594314511
25.335784807998625,-6.538520764760837,0.5000000000000009,-4523898.212031858
25.305597551709827,-6.4843415609561905,0.5000000000000009,-4808648.688699499
25.293201524974812,-6.462075882668067,0.5000000000000009,-4611694.006140161
25.283668637924208,-6.488339739876592,0.5000000000000009,-4520607.697171947
25.89404960525023,-7.07950537459627,0.5000000000000009,-4709700.073432286
25.25389921472164,-6.4591698081033835,0.5000000000000009,-3770679.9811718576
25.267935736326756,-5.563865829712587,0.5000000000000009,-7102163.8554291865
25.284717714611634,-5.694597805010702,0.5000000000000009,-6766813.777482627
25.33119962933517,-6.018554334826301,0.5000000000000009,-5890258.800361
25.375716355079756,-6.3887820608919625,0.5000000000000009,-4809275.927208807
24.707150457936862,-5.62282006535521,0.5000000000000009,-5954255.404379551
24.49981576216836,-5.644616747583251,0.5000000000000009,-5960986.130071252
24.631373955301626,-5.518281603724801,0.5000000000000009,-6080957.898958312
25.00699842400392,-6.050421338567681,0.5000000000000009,-5278986.301600019
24.886463157462387,-6.062269221076083,0.5000000000000009,-4842368.084735809
24.963910430167395,-5.990769352676131,0.5000000000000009,-5377833.84559365
24.366779539466297,-5.500912410888047,0.5000000000000009,-6303402.623095248
24.810339377093968,-5.9800411094957155,0.5000000000000009,-5058860.0591689125
25.043431672042637,-5.122583170334755,0.5000000000000009,-7800066.23168293
24.404450686029648,-5.194280656657566,0.5000000000000009,-6466781.756645927
24.11316836687432,-5.22696427409042,0.5000000000000009,-7792402.905507326
25.229645977720004,-6.827735370626052,0.5000000000000009,-3076160.419283606
25.251363935336062,-6.4976973115798975,0.5000000000000009,-3372678.9820067342
